Disease,Question
Tinh Hoàn Ẩn,"Tôi sờ thấy khối u nổi lên ở ống bẹn. Tôi có thể đang bị bệnh gì?
"
Tinh Hoàn Ẩn,"Túi bìu của tôi nhỏ và xẹp. Tôi có thể đang bị bệnh gì?
"
Tinh Hoàn Ẩn,"Tôi bị ẩn tinh hoàn một bên và lo lắng về khả năng sinh sản. Tôi có thể đang bị bệnh gì?
"
Tinh Hoàn Ẩn,"Tôi bị ẩn tinh hoàn cả hai bên và không thể quan hệ tình dục. Tôi có thể đang bị bệnh gì?
"
Tinh Hoàn Ẩn,"Tôi bị tinh hoàn ẩn và lo lắng về nguy cơ ung thư. Tôi có thể đang bị bệnh gì?
"
Tinh Hoàn Ẩn,"Con trai tôi bị rối loạn nội tiết tố và dị tật bẩm sinh. Nó có thể đang bị bệnh gì?
"
Tinh Hoàn Ẩn,"Con trai tôi bị suy tuyến yên và dương vật nhỏ. Nó có thể đang bị bệnh gì?
"
Tinh Hoàn Ẩn,"Con trai tôi là và mẹ nó sử dụng thuốc kháng androgen khi mang thai. Nó có thể đang bị bệnh gì?
"
Tinh Hoàn Ẩn,"Tinh hoàn của con trai tôi không di chuyển xuống bìu sau 6 tháng tuổi. Nó có thể đang bị bệnh gì?
"
Tinh Hoàn Ẩn,"Con trai tôi sờ thấy khối u nổi lên ở ống bẹn. Nó có thể đang bị bệnh gì?
"
Tinh Hoàn Ẩn,"Túi bìu của con trai tôi nhỏ và xẹp. Nó có thể đang bị bệnh gì?
"
Tinh Hoàn Ẩn,"Con trai tôi bị ẩn tinh hoàn một bên và tôi lo lắng về khả năng sinh sản của nó. Nó có thể đang bị bệnh gì?
"
Tinh Hoàn Ẩn,"Con trai tôi bị ẩn tinh hoàn cả hai bên và không thể quan hệ tình dục. Nó có thể đang bị bệnh gì?
"
Tinh Hoàn Ẩn,"Con trai tôi bị tinh hoàn ẩn và tôi lo lắng về nguy cơ ung thư. Nó có thể đang bị bệnh gì?
"
Tinh Hoàn Ẩn,"Tôi muốn biết về nguy cơ vô sinh do tinh hoàn ẩn. Tôi có thể đang bị bệnh gì?
"
Tinh Hoàn Ẩn,Tôi muốn biết về sự khác nhau giữa tinh hoàn ẩn và tinh hoàn lạc chỗ. Tôi có thể đang bị bệnh gì?
Tinh Trùng Yếu,"Tôi xuất tinh dịch loãng và số lượng ít. Tôi có thể đang bị bệnh gì?
"
Tinh Trùng Yếu,"Tinh dịch của tôi vón cục và có hạt trắng nhỏ. Tôi có thể đang bị bệnh gì?
"
Tinh Trùng Yếu,"Tinh dịch của tôi đông đặc và khó hóa lỏng. Tôi có thể đang bị bệnh gì?
"
Tinh Trùng Yếu,"Tinh dịch của tôi có màu vàng hoặc xanh. Tôi có thể đang bị bệnh gì?
"
Tinh Trùng Yếu,"Tinh dịch của tôi có màu nâu và tôi đau bụng, đau tức dương vật. Tôi có thể đang bị bệnh gì?
"
Tinh Trùng Yếu,"Tôi bị giãn tĩnh mạch thừng tinh. Tôi có thể đang bị bệnh gì?
"
Tinh Trùng Yếu,"Tôi bị viêm mào tinh hoàn và viêm tinh hoàn. Tôi có thể đang bị bệnh gì?
"
Tinh Trùng Yếu,"Tôi bị bệnh lậu hoặc HIV. Tôi có thể đang bị bệnh gì?
"
Tinh Trùng Yếu,"Tôi bị khối u và mất cân bằng nội tiết tố. Tôi có thể đang bị bệnh gì?
"
Tinh Trùng Yếu,"Tôi sử dụng thuốc điều trị và khả năng sinh sản bị suy giảm. Tôi có thể đang bị bệnh gì?
"
Tinh Trùng Yếu,"Tôi thường xuyên tiếp xúc với hóa chất công nghiệp và kim loại nặng. Tôi có thể đang bị bệnh gì?
"
Tinh Trùng Yếu,"Tôi bị phơi nhiễm với tia xạ. Tôi có thể đang bị bệnh gì?
"
Tinh Trùng Yếu,"Tôi lạm dụng rượu bia và hút thuốc lá. Tôi có thể đang bị bệnh gì?
"
Tinh Trùng Yếu,"Tôi bị căng thẳng, trầm cảm kéo dài. Tôi có thể đang bị bệnh gì?
"
Tinh Trùng Yếu,"Tôi bị thừa cân, béo phì. Tôi có thể đang bị bệnh gì?
"
Tinh Trùng Yếu,"Tôi bị rối loạn cương dương và giảm ham muốn. Tôi có thể đang bị bệnh gì?
"
Tinh Trùng Yếu,"Tôi có dị tật bẩm sinh và rối loạn di truyền. Tôi có thể đang bị bệnh gì?
"
Tinh Trùng Yếu,"Tôi gặp khó khăn trong việc thụ thai. Tôi có thể đang bị bệnh gì?
"
Tinh Trùng Yếu,"Tôi lo lắng về sức khỏe sinh sản của mình. Tôi có thể đang bị bệnh gì?
"
Tinh Trùng Yếu,Tôi muốn cải thiện chất lượng tinh trùng. Tôi có thể đang bị bệnh gì?
Tiêu Chảy,"Tôi hay bị đi ngoài nhiều lần trong ngày, phân lỏng và toàn nước. Tôi có thể đang bị bệnh gì?
"
Tiêu Chảy,"Tôi hiện đang có các triệu chứng như đầy bụng, sôi bụng và buồn nôn. Tôi có thể đang bị bệnh gì?
"
Tiêu Chảy,"Tôi đang cảm thấy mệt lả và chuột rút. Tôi có thể đang bị bệnh gì?
"
Tiêu Chảy,"Tôi hay bị khát nước, da khô và mắt trũng. Tôi có thể đang bị bệnh gì?
"
Tiêu Chảy,"Tôi hiện đang có các triệu chứng như đau bụng, sốt và đi ngoài ra máu. Tôi có thể đang bị bệnh gì?
"
Tiêu Chảy,"Tôi đang cảm thấy đau bụng dữ dội và đi ngoài phân đen. Tôi có thể đang bị bệnh gì?
"
Tiêu Chảy,"Tôi hay bị đi ngoài nhiều lần sau khi ăn đồ ăn lạ. Tôi có thể đang bị bệnh gì?
"
Tiêu Chảy,"Tôi hiện đang có các triệu chứng như đi ngoài phân sống và đầy bụng sau khi uống sữa. Tôi có thể đang bị bệnh gì?
"
Tiêu Chảy,"Tôi đang cảm thấy đau bụng, nôn mửa và tiêu chảy sau khi ăn hải sản. Tôi có thể đang bị bệnh gì?
"
Tiêu Chảy,"Tôi hay bị đi ngoài nhiều lần và phân có mùi hôi. Tôi có thể đang bị bệnh gì?
"
Tiêu Chảy,"Tôi hiện đang có các triệu chứng như đau bụng, sốt và đi ngoài nhiều lần sau khi đi du lịch. Tôi có thể đang bị bệnh gì?
"
Tiêu Chảy,"Tôi đang cảm thấy mệt mỏi, chán ăn và đi ngoài phân lỏng. Tôi có thể đang bị bệnh gì?
"
Tiêu Chảy,"Tôi hay bị sụt cân và đi ngoài nhiều lần. Tôi có thể đang bị bệnh gì?
"
Tiêu Chảy,"Tôi hiện đang có các triệu chứng như đau bụng, buồn nôn và đi ngoài ra máu. Tôi có thể đang bị bệnh gì?
"
Tiêu Chảy,"Tôi đang cảm thấy ngứa rát hậu môn và đi ngoài phân lỏng. Tôi có thể đang bị bệnh gì?
"
Tiêu Chảy,"Tôi hay bị đi ngoài nhiều lần sau khi sử dụng kháng sinh. Tôi có thể đang bị bệnh gì?
"
Tiêu Chảy,"Tôi hiện đang có các triệu chứng như đau bụng, sốt và đi ngoài ra máu sau khi ăn rau sống. Tôi có thể đang bị bệnh gì?
"
Tiêu Chảy,"Tôi đang cảm thấy đau bụng, buồn nôn và đi ngoài nhiều lần sau khi uống nước lã. Tôi có thể đang bị bệnh gì?
"
Tiêu Chảy,"Tôi hay bị đi ngoài nhiều lần và đầy bụng sau khi ăn trái cây. Tôi có thể đang bị bệnh gì?
"
Tiêu Chảy,"Tôi hiện đang có các triệu chứng như đau bụng, sốt và đi ngoài nhiều lần sau khi tiếp xúc với người bị tiêu chảy. Tôi có thể đang bị bệnh gì?"
Tiết Dịch Núm Vú,"Tôi hiện đang có các triệu chứng như tiết dịch núm vú màu trắng đục. Tôi có thể đang bị bệnh gì?
"
Tiết Dịch Núm Vú,"Tôi đang cảm thấy lo lắng vì núm vú tiết dịch bất thường. Tôi có thể đang bị bệnh gì?
"
Tiết Dịch Núm Vú,"Tôi hay bị tiết dịch núm vú màu vàng nhạt. Tôi có thể đang bị bệnh gì?
"
Tiết Dịch Núm Vú,"Tôi đang cảm thấy lo lắng vì tiết dịch núm vú có thể là dấu hiệu của bệnh lý nguy hiểm. Tôi có thể đang bị bệnh gì?
"
Tiết Dịch Núm Vú,"Tôi hay bị tiết dịch núm vú sau khi ngừng cho con bú. Tôi có thể đang bị bệnh gì?
"
Tiết Dịch Núm Vú,"Tôi đang cảm thấy núm vú tiết dịch màu xanh lá cây. Tôi có thể đang bị bệnh gì?
"
Tiết Dịch Núm Vú,"Tôi hay bị tiết dịch núm vú màu nâu. Tôi có thể đang bị bệnh gì?
"
Tiết Dịch Núm Vú,"Tôi đang cảm thấy lo lắng vì tiết dịch núm vú có thể là dấu hiệu của ung thư vú. Tôi có thể đang bị bệnh gì?
"
Tiết Dịch Núm Vú,"Tôi hay bị tiết dịch núm vú kèm theo triệu chứng đau vú. Tôi có thể đang bị bệnh gì?
"
Tiết Dịch Núm Vú,"Tôi đang cảm thấy núm vú tiết dịch có lẫn máu. Tôi có thể đang bị bệnh gì?
"
Tiết Dịch Núm Vú,"Tôi hay bị tiết dịch núm vú và sờ thấy có khối u ở vú. Tôi có thể đang bị bệnh gì?
"
Tiết Dịch Núm Vú,"Tôi đang cảm thấy lo lắng vì tiết dịch núm vú có thể là dấu hiệu của bệnh lý tuyến vú. Tôi có thể đang bị bệnh gì?
"
Tiết Dịch Núm Vú,"Tôi hay bị tiết dịch núm vú và kèm theo triệu chứng da vú sần sùi. Tôi có thể đang bị bệnh gì?
"
Tiết Dịch Núm Vú,"Tôi đang cảm thấy núm vú bị tụt vào và tiết dịch bất thường. Tôi có thể đang bị bệnh gì?
"
Tiết Dịch Núm Vú,"Tôi hay bị tiết dịch núm vú sau khi sử dụng thuốc tránh thai. Tôi có thể đang bị bệnh gì?
"
Tiết Dịch Núm Vú,"Tôi đang cảm thấy lo lắng vì tiết dịch núm vú có thể là dấu hiệu của rối loạn nội tiết. Tôi có thể đang bị bệnh gì?
"
Tiết Dịch Núm Vú,"Tôi hay bị tiết dịch núm vú và kèm theo triệu chứng ngứa vùng vú. Tôi có thể đang bị bệnh gì?
"
Tiết Dịch Núm Vú,"Tôi đang cảm thấy lo lắng vì tiết dịch núm vú có thể là dấu hiệu của viêm nhiễm. Tôi có thể đang bị bệnh gì?
"
Tiết Dịch Núm Vú,"Tôi hay bị tiết dịch núm vú và kèm theo triệu chứng sưng vú. Tôi có thể đang bị bệnh gì?
"
Tiết Dịch Núm Vú,Tôi đang cảm thấy lo lắng vì tiết dịch núm vú có thể là dấu hiệu của u nang. Tôi có thể đang bị bệnh gì?
Tiền Sản Giật,"Tôi hiện đang có các triệu chứng như tăng cân đột ngột, sưng phù mặt và tay chân. Tôi có thể đang bị bệnh gì?
"
Tiền Sản Giật,"Tôi đang cảm thấy đau đầu dữ dội và mờ mắt. Tôi có thể đang bị bệnh gì?
"
Tiền Sản Giật,"Tôi hay buồn nôn, nôn và đau bụng trên. Tôi có thể đang bị bệnh gì?
"
Tiền Sản Giật,"Tôi hiện đang mang song thai và bị tăng huyết áp. Tôi có thể đang bị bệnh gì?
"
Tiền Sản Giật,"Tôi đang mang thai lần đầu và có tiền sử gia đình bị tiền sản giật. Tôi có thể đang bị bệnh gì?
"
Tiền Sản Giật,"Tôi bị thừa cân, béo phì và đang mang thai ở tuổi 37. Tôi có thể đang bị bệnh gì?
"
Tiền Sản Giật,"Tôi bị đau nửa đầu và đang mang thai. Tôi có thể đang bị bệnh gì?
"
Tiền Sản Giật,"Tôi bị tiểu đường và đang mang thai. Tôi có thể đang bị bệnh gì?
"
Tiền Sản Giật,"Tôi đang mang thai và có protein trong nước tiểu. Tôi có thể đang bị bệnh gì?
"
Tiền Sản Giật,"Tôi bị giảm tiểu cầu và đang mang thai. Tôi có thể đang bị bệnh gì?
"
Tiền Sản Giật,"Tôi đang mang thai và chức năng gan suy giảm. Tôi có thể đang bị bệnh gì?
"
Tiền Sản Giật,"Tôi bị khó thở và đang mang thai. Tôi có thể đang bị bệnh gì?
"
Tiền Sản Giật,"Tôi hay bị phù và đang mang thai. Tôi có thể đang bị bệnh gì?
"
Tiền Sản Giật,"Tôi bị tăng huyết áp thai kỳ. Tôi có thể đang bị bệnh gì?
"
Tiền Sản Giật,"Tôi đang mang thai và có tiền sử tiền sản giật ở lần mang thai trước. Tôi có thể đang bị bệnh gì?
"
Tiền Sản Giật,"Tôi có khoảng cách giữa các lần mang thai quá ngắn. Tôi có thể đang bị bệnh gì?
"
Tiền Sản Giật,"Tôi có con cách nhau hơn 10 năm. Tôi có thể đang bị bệnh gì?
"
Tiền Sản Giật,"Tôi bị lupus ban đỏ và đang mang thai. Tôi có thể đang bị bệnh gì?
"
Tiền Sản Giật,"Tôi có xu hướng phát triển cục máu đông và đang mang thai. Tôi có thể đang bị bệnh gì?
"
Tiền Sản Giật,Tôi bị bệnh thận và đang mang thai. Tôi có thể đang bị bệnh gì?
Tiền Tiểu Đường,"Tôi hiện đang có các triệu chứng như uống nhiều nước và đi tiểu nhiều lần. Tôi có thể đang bị bệnh gì?
"
Tiền Tiểu Đường,"Tôi đang cảm thấy mệt mỏi, khó tập trung và hay đói bụng. Tôi có thể đang bị bệnh gì?
"
Tiền Tiểu Đường,"Tôi hay bị mờ mắt và da ở cổ, nách bị sậm màu. Tôi có thể đang bị bệnh gì?
"
Tiền Tiểu Đường,"Tôi đang cảm thấy lo lắng vì có thể đang ở giai đoạn tiền tiểu đường. Tôi có thể đang bị bệnh gì?
"
Tiền Tiểu Đường,"Tôi hay ăn nhiều đồ ngọt và ít vận động. Tôi có thể đang bị bệnh gì?
"
Tiền Tiểu Đường,"Tôi đang cảm thấy lo lắng vì tiền tiểu đường có thể tiến triển thành tiểu đường. Tôi có thể đang bị bệnh gì?
"
Tiền Tiểu Đường,"Tôi hay bị thừa cân, béo phì, đặc biệt là béo bụng. Tôi có thể đang bị bệnh gì?
"
Tiền Tiểu Đường,"Tôi đang cảm thấy lo lắng vì tiền tiểu đường có thể ảnh hưởng đến tim mạch. Tôi có thể đang bị bệnh gì?
"
Tiền Tiểu Đường,"Tôi hay bị cholesterol cao và chất béo trung tính cao. Tôi có thể đang bị bệnh gì?
"
Tiền Tiểu Đường,"Tôi đang cảm thấy lo lắng vì tiền tiểu đường có thể gây tổn thương mắt, thận. Tôi có thể đang bị bệnh gì?
"
Tiền Tiểu Đường,"Tôi hay bị tiểu đường thai kỳ khi mang thai. Tôi có thể đang bị bệnh gì?
"
Tiền Tiểu Đường,"Tôi đang cảm thấy lo lắng vì tiền tiểu đường có thể gây gan nhiễm mỡ. Tôi có thể đang bị bệnh gì?
"
Tiền Tiểu Đường,"Tôi hay bị hội chứng buồng trứng đa nang. Tôi có thể đang bị bệnh gì?
"
Tiền Tiểu Đường,"Tôi đang cảm thấy lo lắng vì tiền tiểu đường có thể gây đột quỵ. Tôi có thể đang bị bệnh gì?
"
Tiền Tiểu Đường,"Tôi hay bị chứng ngưng thở khi ngủ. Tôi có thể đang bị bệnh gì?
"
Tiền Tiểu Đường,"Tôi đang cảm thấy lo lắng vì hút thuốc lá có thể làm tăng nguy cơ tiền tiểu đường. Tôi có thể đang bị bệnh gì?
"
Tiền Tiểu Đường,"Tôi hay ăn nhiều thịt đỏ và thức ăn chế biến sẵn. Tôi có thể đang bị bệnh gì?
"
Tiền Tiểu Đường,"Tôi đang cảm thấy lo lắng vì ít ăn rau xanh, trái cây có thể làm tăng nguy cơ tiền tiểu đường. Tôi có thể đang bị bệnh gì?
"
Tiền Tiểu Đường,"Tôi hay bị căng thẳng, lo âu và khó ngủ. Tôi có thể đang bị bệnh gì?
"
Tiền Tiểu Đường,Tôi đang cảm thấy lo lắng vì tiền tiểu đường có thể gây ra nhiều biến chứng nguy hiểm. Tôi có thể đang bị bệnh gì?
Tiểu Buốt,"Tôi hiện đang có các triệu chứng như tiểu buốt, tiểu rắt. Tôi có thể đang bị bệnh gì?
"
Tiểu Buốt,"Tôi đang cảm thấy nóng rát khi đi tiểu. Tôi có thể đang bị bệnh gì?
"
Tiểu Buốt,"Tôi hay bị tiểu buốt sau khi quan hệ tình dục. Tôi có thể đang bị bệnh gì?
"
Tiểu Buốt,"Tôi đang cảm thấy đau tức vùng bụng dưới và tiểu buốt. Tôi có thể đang bị bệnh gì?
"
Tiểu Buốt,"Tôi hay bị tiểu buốt và đi tiểu nhiều lần. Tôi có thể đang bị bệnh gì?
"
Tiểu Buốt,"Tôi đang cảm thấy lo lắng vì tiểu buốt có thể là dấu hiệu của bệnh lý nguy hiểm. Tôi có thể đang bị bệnh gì?
"
Tiểu Buốt,"Tôi hay bị tiểu buốt và kèm theo triệu chứng sốt. Tôi có thể đang bị bệnh gì?
"
Tiểu Buốt,"Tôi đang cảm thấy đau buốt khi đi tiểu và kèm theo tiết dịch vùng kín. Tôi có thể đang bị bệnh gì?
"
Tiểu Buốt,"Tôi hay bị tiểu buốt và nước tiểu có mùi lạ. Tôi có thể đang bị bệnh gì?
"
Tiểu Buốt,"Tôi đang cảm thấy lo lắng vì tiểu buốt có thể là dấu hiệu của bệnh lây truyền qua đường tình dục. Tôi có thể đang bị bệnh gì?
"
Tiểu Buốt,"Tôi hay bị tiểu buốt và kèm theo đau lưng. Tôi có thể đang bị bệnh gì?
"
Tiểu Buốt,"Tôi đang cảm thấy khó chịu khi đi tiểu và kèm theo tiểu không tự chủ. Tôi có thể đang bị bệnh gì?
"
Tiểu Buốt,"Tôi hay bị tiểu buốt và kèm theo đau bụng. Tôi có thể đang bị bệnh gì?
"
Tiểu Buốt,"Tôi đang cảm thấy lo lắng vì tiểu buốt có thể là dấu hiệu của sỏi thận. Tôi có thể đang bị bệnh gì?
"
Tiểu Buốt,"Tôi hay bị tiểu buốt sau khi sử dụng sản phẩm vệ sinh vùng kín. Tôi có thể đang bị bệnh gì?
"
Tiểu Buốt,"Tôi đang cảm thấy bàng quang bị kích thích, gây tiểu buốt, tiểu rắt. Tôi có thể đang bị bệnh gì?
"
Tiểu Buốt,"Tôi hay bị tiểu buốt và kèm theo triệu chứng tiểu ra máu. Tôi có thể đang bị bệnh gì?
"
Tiểu Buốt,"Tôi đang cảm thấy lo lắng vì tiểu buốt có thể là dấu hiệu của viêm bàng quang. Tôi có thể đang bị bệnh gì?
"
Tiểu Buốt,"Tôi hay bị tiểu buốt và lo lắng về nguy cơ biến chứng nhiễm trùng đường tiết niệu. Tôi có thể đang bị bệnh gì?
"
Tiểu Buốt,Tôi đang cảm thấy đau buốt khi đi tiểu và kèm theo triệu chứng tiểu ít. Tôi có thể đang bị bệnh gì?
Tiểu Không Tự Chủ,"Tôi hiện đang có các triệu chứng như són tiểu khi ho, cười và hắt hơi. Tôi có thể đang bị bệnh gì?
"
Tiểu Không Tự Chủ,"Tôi đang cảm thấy cần đi tiểu ngay lập tức và không kịp phản ứng. Tôi có thể đang bị bệnh gì?
"
Tiểu Không Tự Chủ,"Tôi hay bị són tiểu lắt nhắt và đi tiểu nhiều lần trong ngày. Tôi có thể đang bị bệnh gì?
"
Tiểu Không Tự Chủ,"Tôi là phụ nữ và đang mang thai. Tôi có thể đang bị bệnh gì?
"
Tiểu Không Tự Chủ,"Tôi là phụ nữ và vừa sinh con. Tôi có thể đang bị bệnh gì?
"
Tiểu Không Tự Chủ,"Tôi là phụ nữ và đang trong thời kỳ mãn kinh. Tôi có thể đang bị bệnh gì?
"
Tiểu Không Tự Chủ,"Tôi là nam giới và bị phì đại tuyến tiền liệt. Tôi có thể đang bị bệnh gì?
"
Tiểu Không Tự Chủ,"Tôi là nam giới và bị ung thư tuyến tiền liệt. Tôi có thể đang bị bệnh gì?
"
Tiểu Không Tự Chủ,"Tôi bị táo bón. Tôi có thể đang bị bệnh gì?
"
Tiểu Không Tự Chủ,"Tôi bị nhiễm trùng đường tiết niệu. Tôi có thể đang bị bệnh gì?
"
Tiểu Không Tự Chủ,"Tôi bị thừa cân. Tôi có thể đang bị bệnh gì?
"
Tiểu Không Tự Chủ,"Tôi hút thuốc lá. Tôi có thể đang bị bệnh gì?
"
Tiểu Không Tự Chủ,"Tôi có tiền sử gia đình bị tiểu không tự chủ. Tôi có thể đang bị bệnh gì?
"
Tiểu Không Tự Chủ,"Tôi bị bệnh thần kinh. Tôi có thể đang bị bệnh gì?
"
Tiểu Không Tự Chủ,"Tôi bị tiểu đường. Tôi có thể đang bị bệnh gì?
"
Tiểu Không Tự Chủ,"Tôi bị khối u ở đường tiết niệu. Tôi có thể đang bị bệnh gì?
"
Tiểu Không Tự Chủ,"Tôi bị sỏi tiết niệu. Tôi có thể đang bị bệnh gì?
"
Tiểu Không Tự Chủ,"Tôi bị rối loạn thần kinh thực vật. Tôi có thể đang bị bệnh gì?
"
Tiểu Không Tự Chủ,"Tôi bị bệnh đa xơ cứng. Tôi có thể đang bị bệnh gì?
"
Tiểu Không Tự Chủ,Tôi bị bệnh Parkinson. Tôi có thể đang bị bệnh gì?
Tiểu Đêm,"Tôi hiện đang có các triệu chứng như thức dậy đi tiểu nhiều lần trong đêm. Tôi có thể đang bị bệnh gì?
"
Tiểu Đêm,"Tôi đang cảm thấy mệt mỏi vì phải thức dậy đi tiểu nhiều lần trong đêm. Tôi có thể đang bị bệnh gì?
"
Tiểu Đêm,"Tôi hay thức giấc vào ban đêm để đi tiểu, sau đó khó ngủ lại. Tôi có thể đang bị bệnh gì?
"
Tiểu Đêm,"Tôi đang cảm thấy lo lắng vì tần suất tiểu đêm ngày càng nhiều. Tôi có thể đang bị bệnh gì?
"
Tiểu Đêm,"Tôi hay uống nhiều nước vào buổi tối và phải thức dậy đi tiểu nhiều lần. Tôi có thể đang bị bệnh gì?
"
Tiểu Đêm,"Tôi đang cảm thấy khó chịu vì tình trạng tiểu đêm ảnh hưởng đến chất lượng giấc ngủ. Tôi có thể đang bị bệnh gì?
"
Tiểu Đêm,"Tôi hay tiểu đêm và kèm theo triệu chứng tiểu buốt. Tôi có thể đang bị bệnh gì?
"
Tiểu Đêm,"Tôi đang cảm thấy lo lắng vì tiểu đêm có thể là dấu hiệu của bệnh lý nguy hiểm. Tôi có thể đang bị bệnh gì?
"
Tiểu Đêm,"Tôi hay bị tiểu đêm và kèm theo triệu chứng đau lưng. Tôi có thể đang bị bệnh gì?
"
Tiểu Đêm,"Tôi đang cảm thấy bàng quang hoạt động quá mức, phải đi tiểu nhiều lần cả ngày lẫn đêm. Tôi có thể đang bị bệnh gì?
"
Tiểu Đêm,"Tôi hay uống rượu bia vào buổi tối và phải thức dậy đi tiểu nhiều lần. Tôi có thể đang bị bệnh gì?
"
Tiểu Đêm,"Tôi đang cảm thấy cơ thể mệt mỏi, uể oải do chứng tiểu đêm. Tôi có thể đang bị bệnh gì?
"
Tiểu Đêm,"Tôi hay bị tiểu đêm và kèm theo triệu chứng tiểu không kiểm soát. Tôi có thể đang bị bệnh gì?
"
Tiểu Đêm,"Tôi đang cảm thấy lo lắng vì tiểu đêm có thể là dấu hiệu của bệnh tiểu đường. Tôi có thể đang bị bệnh gì?
"
Tiểu Đêm,"Tôi hay bị phù chân vào buổi tối và phải thức dậy đi tiểu nhiều lần. Tôi có thể đang bị bệnh gì?
"
Tiểu Đêm,"Tôi đang cảm thấy suy giảm trí nhớ do mất ngủ vì tiểu đêm. Tôi có thể đang bị bệnh gì?
"
Tiểu Đêm,"Tôi hay bị tiểu đêm và kèm theo triệu chứng tiểu rắt. Tôi có thể đang bị bệnh gì?
"
Tiểu Đêm,"Tôi đang cảm thấy khó chịu khi phải thức dậy đi tiểu nhiều lần trong đêm. Tôi có thể đang bị bệnh gì?
"
Tiểu Đêm,"Tôi hay bị tiểu đêm và lo lắng về nguy cơ mắc bệnh tim mạch. Tôi có thể đang bị bệnh gì?
"
Tiểu Đêm,"Tôi đang cảm thấy bàng quang yếu, không giữ được nước tiểu, gây tiểu đêm nhiều lần. Tôi có thể đang bị bệnh gì?"
Tiểu Đường Bị Ngứa Da,"Tôi hiện đang có các triệu chứng như ngứa da và da khô. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Bị Ngứa Da,"Tôi đang cảm thấy ngứa ở cẳng chân và bàn chân. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Bị Ngứa Da,"Tôi hay bị ngứa da đầu và mắt cá chân. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Bị Ngứa Da,"Tôi bị ngứa thân và cơ quan sinh dục. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Bị Ngứa Da,"Tôi bị suy thận và xơ gan. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Bị Ngứa Da,"Tôi bị nhiễm trùng da. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Bị Ngứa Da,"Tôi bị viêm nang lông. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Bị Ngứa Da,"Tôi bị nhiễm nấm. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Bị Ngứa Da,"Tôi bị nấm da chân. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Bị Ngứa Da,"Tôi bị dị ứng thuốc. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Bị Ngứa Da,"Tôi bị tổn thương mạch máu. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Bị Ngứa Da,"Tôi bị bệnh thần kinh tiểu đường. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Bị Ngứa Da,"Tôi bị tổn thương thần kinh. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Bị Ngứa Da,"Tôi bị nhiễm nấm men âm đạo. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Bị Ngứa Da,"Tôi bị tiểu đường và da khô. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Bị Ngứa Da,"Tôi bị tiểu đường và máu lưu thông kém. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Bị Ngứa Da,"Tôi bị tiểu đường và bàn chân tổn thương. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Bị Ngứa Da,"Tôi bị tiểu đường và giảm tuần hoàn. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Bị Ngứa Da,"Tôi bị tiểu đường và ngứa da do tác dụng phụ của thuốc. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Bị Ngứa Da,Tôi bị tiểu đường và có phản ứng dị ứng sau khi dùng thuốc. Tôi có thể đang bị bệnh gì?
Tiểu Đường Tuýp 1,"Tôi hiện đang có các triệu chứng như đi tiểu nhiều và khát nước nhiều. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 1,"Tôi đang cảm thấy uống nước nhiều và giảm cân nhanh chóng. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 1,"Tôi hay mệt mỏi và mờ mắt. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 1,"Tôi thường xuyên bị nhiễm trùng da, đường tiết niệu hoặc âm đạo. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 1,"Tôi cáu kỉnh và thay đổi tâm trạng. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 1,"Con tôi mới bị đái dầm. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 1,"Tôi bứt rứt, lú lẫn và thở nhanh sâu. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 1,"Tôi có hơi thở mùi trái cây và đau bụng. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 1,"Tôi dưới 20 tuổi và là người da trắng. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 1,"Cha mẹ tôi bị đái tháo đường tuýp 1. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 1,"Anh chị em ruột của tôi bị đái tháo đường tuýp 1. Tôi có thể đang bị bệnh gì?
"
